Time,Resp,ECG,EDA,Trigger
0.058,2.0,0.0,0.0,0.0
0.059000000000000004,0.0,0.0,0.0,0.0
0.06,0.0,0.0,0.0,0.0
0.061,0.0,0.0,0.0,0.0
0.062,0.0,0.0,0.0,0.0
0.063,0.0,0.0,0.0,0.0
0.064,0.0,0.0,0.0,0.0
0.065,0.0,0.0,0.0,0.0
0.066,2.0,0.0,0.0,0.0
0.067,0.0,0.0,0.0,0.0
0.068,0.0,0.0,0.0,0.0
0.069,0.0,0.0,0.0,0.0
0.07,0.0,0.0,0.0,0.0
0.07100000000000001,0.0,0.0,0.0,0.0
0.07200000000000001,0.0,0.0,0.0,0.0
0.073,0.0,0.0,0.0,0.0
0.074,2.0,0.0,0.0,0.0
0.075,0.0,0.0,0.0,0.0
0.076,0.0,0.0,0.0,0.0
0.077,0.0,0.0,0.0,0.0
0.078,0.0,0.0,0.0,0.0
0.079,0.0,0.0,0.0,0.0
0.08,0.0,0.0,0.0,0.0
0.081,0.0,0.0,0.0,0.0
0.082,2.0,0.0,0.0,0.0
0.083,0.0,0.0,0.0,0.0
0.084,0.0,0.0,0.0,0.0
0.085,0.0,0.0,0.0,0.0
0.08600000000000001,0.0,0.0,0.0,0.0
0.08700000000000001,0.0,0.0,0.0,0.0
0.088,0.0,0.0,0.0,0.0
0.089,0.0,0.0,0.0,0.0
0.09,2.0,0.0,0.0,0.0
0.091,0.0,0.0,0.0,0.0
0.092,0.0,0.0,0.0,0.0
0.093,0.0,0.0,0.0,0.0
0.094,0.0,0.0,0.0,0.0
0.095,0.0,0.0,0.0,0.0
0.096,0.0,0.0,0.0,0.0
0.097,0.0,0.0,0.0,0.0
0.098,2.0,0.0,0.0,0.0
0.099,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0
0.101,0.0,0.0,0.0,0.0
0.10200000000000001,0.0,0.0,0.0,0.0
0.10300000000000001,0.0,0.0,0.0,0.0
0.10400000000000001,0.0,0.0,0.0,0.0
0.105,0.0,0.0,0.0,0.0
0.106,2.0,0.0,0.0,0.0
0.107,0.0,0.0,0.0,0.0
0.108,0.0,0.0,0.0,0.0
0.109,0.0,0.0,0.0,0.0
0.11,0.0,0.0,0.0,0.0
0.111,0.0,0.0,0.0,0.0
0.112,0.0,0.0,0.0,0.0
0.113,0.0,0.0,0.0,0.0
0.114,2.0,0.0,0.0,0.0
0.115,0.0,0.0,0.0,0.0
0.116,0.0,0.0,0.0,0.0
0.117,0.0,0.0,0.0,0.0
0.11800000000000001,0.0,0.0,0.0,0.0
0.11900000000000001,0.0,0.0,0.0,0.0
0.12,0.0,0.0,0.0,0.0
0.121,0.0,0.0,0.0,0.0
0.122,2.0,0.0,0.0,0.0
0.123,0.0,0.0,0.0,0.0
0.124,0.0,0.0,0.0,0.0
0.125,0.0,0.0,0.0,0.0
0.126,0.0,0.0,0.0,0.0
0.127,0.0,0.0,0.0,0.0
0.128,0.0,0.0,0.0,0.0
0.129,0.0,0.0,0.0,0.0
0.13,2.0,0.0,0.0,0.0
0.131,0.0,0.0,0.0,0.0
0.132,0.0,0.0,0.0,0.0
0.133,0.0,0.0,0.0,0.0
0.134,0.0,0.0,0.0,0.0
0.135,0.0,0.0,0.0,0.0
0.136,0.0,0.0,0.0,0.0
0.137,0.0,0.0,0.0,0.0
0.138,1.0,0.0,0.0,0.0
0.139,0.0,0.0,0.0,0.0
0.14,0.0,0.0,0.0,0.0
0.14100000000000001,0.0,0.0,0.0,0.0
0.14200000000000002,0.0,0.0,0.0,0.0
0.14300000000000002,0.0,0.0,0.0,0.0
0.14400000000000002,0.0,0.0,0.0,0.0
0.145,0.0,0.0,0.0,0.0
0.146,1.0,0.0,0.0,0.0
0.147,0.0,0.0,0.0,0.0
0.148,0.0,0.0,0.0,0.0
0.149,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0
0.151,0.0,0.0,0.0,0.0
0.152,0.0,0.0,0.0,0.0
0.153,0.0,0.0,0.0,0.0
0.154,1.0,0.0,0.0,0.0
0.155,0.0,0.0,0.0,0.0
0.156,0.0,0.0,0.0,0.0
0.157,0.0,0.0,0.0,0.0
0.158,0.0,0.0,0.0,0.0
0.159,0.0,0.0,0.0,0.0
0.16,0.0,0.0,0.0,0.0
0.161,0.0,0.0,0.0,0.0
0.162,2.0,0.0,0.0,0.0
0.163,0.0,0.0,0.0,0.0
0.164,0.0,0.0,0.0,0.0
0.165,0.0,0.0,0.0,0.0
0.166,0.0,0.0,0.0,0.0
0.167,0.0,0.0,0.0,0.0
0.168,0.0,0.0,0.0,0.0
0.169,0.0,0.0,0.0,0.0
0.17,2.0,0.0,0.0,0.0
0.171,0.0,0.0,0.0,0.0
0.17200000000000001,0.0,0.0,0.0,0.0
0.17300000000000001,0.0,0.0,0.0,0.0
0.17400000000000002,0.0,0.0,0.0,0.0
0.17500000000000002,0.0,0.0,0.0,0.0
0.176,0.0,0.0,0.0,0.0
0.177,0.0,0.0,0.0,0.0
0.178,2.0,0.0,0.0,0.0
0.179,0.0,0.0,0.0,0.0
0.18,0.0,0.0,0.0,0.0
0.181,0.0,0.0,0.0,0.0
0.182,0.0,0.0,0.0,0.0
0.183,0.0,0.0,0.0,0.0
0.184,0.0,0.0,0.0,0.0
0.185,0.0,0.0,0.0,0.0
0.186,2.0,0.0,0.0,0.0
0.187,0.0,0.0,0.0,0.0
0.188,0.0,0.0,0.0,0.0
0.189,0.0,0.0,0.0,0.0
0.19,0.0,0.0,0.0,0.0
0.191,0.0,0.0,0.0,0.0
0.192,0.0,0.0,0.0,0.0
0.193,0.0,0.0,0.0,0.0
0.194,2.0,0.0,0.0,0.0
0.195,0.0,0.0,0.0,0.0
0.196,0.0,0.0,0.0,0.0
0.197,0.0,0.0,0.0,0.0
0.198,0.0,0.0,0.0,0.0
0.199,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0
0.201,0.0,0.0,0.0,0.0
0.202,2.0,0.0,0.0,0.0
0.203,0.0,0.0,0.0,0.0
0.20400000000000001,0.0,0.0,0.0,0.0
0.20500000000000002,0.0,0.0,0.0,0.0
0.20600000000000002,0.0,0.0,0.0,0.0
0.20700000000000002,0.0,0.0,0.0,0.0
0.20800000000000002,0.0,0.0,0.0,0.0
0.209,0.0,0.0,0.0,0.0
0.21,2.0,0.0,0.0,0.0
0.211,0.0,0.0,0.0,0.0
0.212,0.0,0.0,0.0,0.0
0.213,0.0,0.0,0.0,0.0
0.214,0.0,0.0,0.0,0.0
0.215,0.0,0.0,0.0,0.0
0.216,0.0,0.0,0.0,0.0
0.217,0.0,0.0,0.0,0.0
0.218,2.0,0.0,0.0,0.0
0.219,0.0,0.0,0.0,0.0
0.22,0.0,0.0,0.0,0.0
0.221,0.0,0.0,0.0,0.0
0.222,0.0,0.0,0.0,0.0
0.223,0.0,0.0,0.0,0.0
0.224,0.0,0.0,0.0,0.0
0.225,0.0,0.0,0.0,0.0
0.226,2.0,0.0,0.0,0.0
0.227,0.0,0.0,0.0,0.0
0.228,0.0,0.0,0.0,0.0
0.229,0.0,0.0,0.0,0.0
0.23,0.0,0.0,0.0,0.0
0.231,0.0,0.0,0.0,0.0
0.232,0.0,0.0,0.0,0.0
0.233,0.0,0.0,0.0,0.0
0.234,2.0,0.0,0.0,0.0
0.23500000000000001,0.0,0.0,0.0,0.0
0.23600000000000002,0.0,0.0,0.0,0.0
0.23700000000000002,0.0,0.0,0.0,0.0
0.23800000000000002,0.0,0.0,0.0,0.0
0.23900000000000002,0.0,0.0,0.0,0.0
0.24,0.0,0.0,0.0,0.0
0.241,0.0,0.0,0.0,0.0
0.242,2.0,0.0,0.0,0.0
0.243,0.0,0.0,0.0,0.0
0.244,0.0,0.0,0.0,0.0
0.245,0.0,0.0,0.0,0.0
0.246,0.0,0.0,0.0,0.0
0.247,0.0,0.0,0.0,0.0
0.248,0.0,0.0,0.0,0.0
0.249,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0
0.251,0.0,0.0,0.0,0.0
0.252,0.0,0.0,0.0,0.0
0.253,0.0,0.0,0.0,0.0
0.254,0.0,0.0,0.0,0.0
0.255,0.0,0.0,0.0,0.0
0.256,0.0,0.0,0.0,0.0
0.257,0.0,0.0,0.0,0.0
0.258,0.0,0.0,0.0,0.0
0.259,0.0,0.0,0.0,0.0
0.26,0.0,0.0,0.0,0.0
0.261,0.0,0.0,0.0,0.0
0.262,0.0,0.0,0.0,0.0
0.263,0.0,0.0,0.0,0.0
0.264,0.0,0.0,0.0,0.0
0.265,0.0,0.0,0.0,0.0
0.266,2.0,0.0,0.0,0.0
0.267,0.0,0.0,0.0,0.0
0.268,0.0,0.0,0.0,0.0
0.269,0.0,0.0,0.0,0.0
0.27,0.0,0.0,0.0,0.0
0.271,0.0,0.0,0.0,0.0
0.272,0.0,0.0,0.0,0.0
0.273,0.0,0.0,0.0,0.0
0.274,2.0,0.0,0.0,0.0
0.275,0.0,0.0,0.0,0.0
0.276,0.0,0.0,0.0,0.0
0.277,0.0,0.0,0.0,0.0
0.278,0.0,0.0,0.0,0.0
0.279,0.0,0.0,0.0,0.0
0.28,0.0,0.0,0.0,0.0
0.281,0.0,0.0,0.0,0.0
0.28200000000000003,2.0,0.0,0.0,0.0
0.28300000000000003,0.0,0.0,0.0,0.0
0.28400000000000003,0.0,0.0,0.0,0.0
0.28500000000000003,0.0,0.0,0.0,0.0
0.28600000000000003,0.0,0.0,0.0,0.0
0.28700000000000003,0.0,0.0,0.0,0.0
0.28800000000000003,0.0,0.0,0.0,0.0
0.289,0.0,0.0,0.0,0.0
0.29,2.0,0.0,0.0,0.0
0.291,0.0,0.0,0.0,0.0
0.292,0.0,0.0,0.0,0.0
0.293,0.0,0.0,0.0,0.0
0.294,0.0,0.0,0.0,0.0
0.295,0.0,0.0,0.0,0.0
0.296,0.0,0.0,0.0,0.0
0.297,0.0,0.0,0.0,0.0
0.298,2.0,0.0,0.0,0.0
0.299,0.0,0.0,0.0,0.0
0.3,0.0,0.0,0.0,0.0
0.301,0.0,0.0,0.0,0.0
0.302,0.0,0.0,0.0,0.0
0.303,0.0,0.0,0.0,0.0
0.304,0.0,0.0,0.0,0.0
0.305,0.0,0.0,0.0,0.0
0.306,2.0,0.0,0.0,0.0
0.307,0.0,0.0,0.0,0.0
0.308,0.0,0.0,0.0,0.0
0.309,0.0,0.0,0.0,0.0
0.31,0.0,0.0,0.0,0.0
0.311,0.0,0.0,0.0,0.0
0.312,0.0,0.0,0.0,0.0
0.313,0.0,0.0,0.0,0.0
0.314,2.0,0.0,0.0,0.0
0.315,0.0,0.0,0.0,0.0
0.316,0.0,0.0,0.0,0.0
0.317,0.0,0.0,0.0,0.0
0.318,0.0,0.0,0.0,0.0
0.319,0.0,0.0,0.0,0.0
0.32,0.0,0.0,0.0,0.0
0.321,0.0,0.0,0.0,0.0
0.322,2.0,0.0,0.0,0.0
0.323,0.0,0.0,0.0,0.0
0.324,0.0,0.0,0.0,0.0
0.325,0.0,0.0,0.0,0.0
0.326,0.0,0.0,0.0,0.0
0.327,0.0,0.0,0.0,0.0
0.328,0.0,0.0,0.0,0.0
0.329,0.0,0.0,0.0,0.0
0.33,2.0,0.0,0.0,0.0
0.331,0.0,0.0,0.0,0.0
0.332,0.0,0.0,0.0,0.0
0.333,0.0,0.0,0.0,0.0
0.334,0.0,0.0,0.0,0.0
0.335,0.0,0.0,0.0,0.0
0.336,0.0,0.0,0.0,0.0
0.337,0.0,0.0,0.0,0.0
0.338,2.0,0.0,0.0,0.0
0.339,0.0,0.0,0.0,0.0
0.34,0.0,0.0,0.0,0.0
0.341,0.0,0.0,0.0,0.0
0.342,0.0,0.0,0.0,0.0
0.343,0.0,0.0,0.0,0.0
0.34400000000000003,0.0,0.0,0.0,0.0
0.34500000000000003,0.0,0.0,0.0,0.0
0.34600000000000003,2.0,0.0,0.0,0.0
0.34700000000000003,0.0,0.0,0.0,0.0
0.34800000000000003,0.0,0.0,0.0,0.0
0.34900000000000003,0.0,0.0,0.0,0.0
0.35000000000000003,0.0,0.0,0.0,0.0
0.35100000000000003,0.0,0.0,0.0,0.0
0.352,0.0,0.0,0.0,0.0
0.353,0.0,0.0,0.0,0.0
0.354,1.0,0.0,0.0,0.0
0.355,0.0,0.0,0.0,0.0
0.356,0.0,0.0,0.0,0.0
0.357,0.0,0.0,0.0,0.0
0.358,0.0,0.0,0.0,0.0
0.359,0.0,0.0,0.0,0.0
0.36,0.0,0.0,0.0,0.0
0.361,0.0,0.0,0.0,0.0
0.362,1.0,0.0,0.0,0.0
0.363,0.0,0.0,0.0,0.0
0.364,0.0,0.0,0.0,0.0
0.365,0.0,0.0,0.0,0.0
0.366,0.0,0.0,0.0,0.0
0.367,0.0,0.0,0.0,0.0
0.368,0.0,0.0,0.0,0.0
0.369,0.0,0.0,0.0,0.0
0.37,1.0,0.0,0.0,0.0
0.371,0.0,0.0,0.0,0.0
0.372,0.0,0.0,0.0,0.0
0.373,0.0,0.0,0.0,0.0
0.374,0.0,0.0,0.0,0.0
0.375,0.0,0.0,0.0,0.0
0.376,0.0,0.0,0.0,0.0
0.377,0.0,0.0,0.0,0.0
0.378,2.0,0.0,0.0,0.0
0.379,0.0,0.0,0.0,0.0
0.38,0.0,0.0,0.0,0.0
0.381,0.0,0.0,0.0,0.0
0.382,0.0,0.0,0.0,0.0
0.383,0.0,0.0,0.0,0.0
0.384,0.0,0.0,0.0,0.0
0.385,0.0,0.0,0.0,0.0
0.386,2.0,0.0,0.0,0.0
0.387,0.0,0.0,0.0,0.0
0.388,0.0,0.0,0.0,0.0
0.389,0.0,0.0,0.0,0.0
0.39,0.0,0.0,0.0,0.0
0.391,0.0,0.0,0.0,0.0
0.392,0.0,0.0,0.0,0.0
0.393,0.0,0.0,0.0,0.0
0.394,2.0,0.0,0.0,0.0
0.395,0.0,0.0,0.0,0.0
0.396,0.0,0.0,0.0,0.0
0.397,0.0,0.0,0.0,0.0
0.398,0.0,0.0,0.0,0.0
0.399,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.0
0.401,0.0,0.0,0.0,0.0
0.402,2.0,0.0,0.0,0.0
0.403,0.0,0.0,0.0,0.0
0.404,0.0,0.0,0.0,0.0
0.405,0.0,0.0,0.0,0.0
0.406,0.0,0.0,0.0,0.0
0.40700000000000003,0.0,0.0,0.0,0.0
0.40800000000000003,0.0,0.0,0.0,0.0
0.40900000000000003,0.0,0.0,0.0,0.0
0.41000000000000003,2.0,0.0,0.0,0.0
0.41100000000000003,0.0,0.0,0.0,0.0
0.41200000000000003,0.0,0.0,0.0,0.0
0.41300000000000003,0.0,0.0,0.0,0.0
0.41400000000000003,0.0,0.0,0.0,0.0
0.41500000000000004,0.0,0.0,0.0,0.0
0.41600000000000004,0.0,0.0,0.0,0.0
0.417,0.0,0.0,0.0,0.0
0.418,2.0,0.0,0.0,0.0
0.419,0.0,0.0,0.0,0.0
0.42,0.0,0.0,0.0,0.0
0.421,0.0,0.0,0.0,0.0
0.422,0.0,0.0,0.0,0.0
0.423,0.0,0.0,0.0,0.0
0.424,0.0,0.0,0.0,0.0
0.425,0.0,0.0,0.0,0.0
0.426,2.0,0.0,0.0,0.0
0.427,0.0,0.0,0.0,0.0
0.428,0.0,0.0,0.0,0.0
0.429,0.0,0.0,0.0,0.0
0.43,0.0,0.0,0.0,0.0
0.431,0.0,0.0,0.0,0.0
0.432,0.0,0.0,0.0,0.0
0.433,0.0,0.0,0.0,0.0
0.434,2.0,0.0,0.0,0.0
0.435,0.0,0.0,0.0,0.0
0.436,0.0,0.0,0.0,0.0
0.437,0.0,0.0,0.0,0.0
0.438,0.0,0.0,0.0,0.0
0.439,0.0,0.0,0.0,0.0
0.44,0.0,0.0,0.0,0.0
0.441,0.0,0.0,0.0,0.0
0.442,2.0,0.0,0.0,0.0
0.443,0.0,0.0,0.0,0.0
0.444,0.0,0.0,0.0,0.0
0.445,0.0,0.0,0.0,0.0
0.446,0.0,0.0,0.0,0.0
0.447,0.0,0.0,0.0,0.0
0.448,0.0,0.0,0.0,0.0
0.449,0.0,0.0,0.0,0.0
0.45,2.0,0.0,0.0,0.0
0.451,0.0,0.0,0.0,0.0
0.452,0.0,0.0,0.0,0.0
0.453,0.0,0.0,0.0,0.0
0.454,0.0,0.0,0.0,0.0
0.455,0.0,0.0,0.0,0.0
0.456,0.0,0.0,0.0,0.0
0.457,0.0,0.0,0.0,0.0
0.458,2.0,0.0,0.0,0.0
0.459,0.0,0.0,0.0,0.0
0.46,0.0,0.0,0.0,0.0
0.461,0.0,0.0,0.0,0.0
0.462,0.0,0.0,0.0,0.0
0.463,0.0,0.0,0.0,0.0
0.464,0.0,0.0,0.0,0.0
0.465,0.0,0.0,0.0,0.0
0.466,0.0,0.0,0.0,0.0
0.467,0.0,0.0,0.0,0.0
0.468,0.0,0.0,0.0,0.0
0.46900000000000003,0.0,0.0,0.0,0.0
0.47000000000000003,0.0,0.0,0.0,0.0
0.47100000000000003,0.0,0.0,0.0,0.0
0.47200000000000003,0.0,0.0,0.0,0.0
0.47300000000000003,0.0,0.0,0.0,0.0
0.47400000000000003,0.0,0.0,0.0,0.0
0.47500000000000003,0.0,0.0,0.0,0.0
0.47600000000000003,0.0,0.0,0.0,0.0
0.47700000000000004,0.0,0.0,0.0,0.0
0.47800000000000004,0.0,0.0,0.0,0.0
0.47900000000000004,0.0,0.0,0.0,0.0
0.48,0.0,0.0,0.0,0.0
0.481,0.0,0.0,0.0,0.0
0.482,0.0,0.0,0.0,0.0
0.483,0.0,0.0,0.0,0.0
0.484,0.0,0.0,0.0,0.0
0.485,0.0,0.0,0.0,0.0
0.486,0.0,0.0,0.0,0.0
0.487,0.0,0.0,0.0,0.0
0.488,0.0,0.0,0.0,0.0
0.489,0.0,0.0,0.0,0.0
0.49,2.0,0.0,0.0,0.0
0.491,0.0,0.0,0.0,0.0
0.492,0.0,0.0,0.0,0.0
0.493,0.0,0.0,0.0,0.0
0.494,0.0,0.0,0.0,0.0
0.495,0.0,0.0,0.0,0.0
0.496,0.0,0.0,0.0,0.0
0.497,0.0,0.0,0.0,0.0
0.498,2.0,0.0,0.0,0.0
0.499,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0
0.501,0.0,0.0,0.0,0.0
0.502,0.0,0.0,0.0,0.0
0.503,0.0,0.0,0.0,0.0
0.504,0.0,0.0,0.0,0.0
0.505,0.0,0.0,0.0,0.0
0.506,2.0,0.0,0.0,0.0
0.507,0.0,0.0,0.0,0.0
0.508,0.0,0.0,0.0,0.0
0.509,0.0,0.0,0.0,0.0
0.51,0.0,0.0,0.0,0.0
0.511,0.0,0.0,0.0,0.0
0.512,0.0,0.0,0.0,0.0
0.513,0.0,0.0,0.0,0.0
0.514,2.0,0.0,0.0,0.0
0.515,0.0,0.0,0.0,0.0
0.516,0.0,0.0,0.0,0.0
0.517,0.0,0.0,0.0,0.0
0.518,0.0,0.0,0.0,0.0
0.519,0.0,0.0,0.0,0.0
0.52,0.0,0.0,0.0,0.0
0.521,0.0,0.0,0.0,0.0
0.522,2.0,0.0,0.0,0.0
0.523,0.0,0.0,0.0,0.0
0.524,0.0,0.0,0.0,0.0
0.525,0.0,0.0,0.0,0.0
0.526,0.0,0.0,0.0,0.0
0.527,0.0,0.0,0.0,0.0
0.528,0.0,0.0,0.0,0.0
0.529,0.0,0.0,0.0,0.0
0.53,2.0,0.0,0.0,0.0
0.531,0.0,0.0,0.0,0.0
0.532,0.0,0.0,0.0,0.0
0.533,0.0,0.0,0.0,0.0
0.534,0.0,0.0,0.0,0.0
0.535,0.0,0.0,0.0,0.0
0.536,0.0,0.0,0.0,0.0
0.537,0.0,0.0,0.0,0.0
0.538,2.0,0.0,0.0,0.0
0.539,0.0,0.0,0.0,0.0
0.54,0.0,0.0,0.0,0.0
0.541,0.0,0.0,0.0,0.0
0.542,0.0,0.0,0.0,0.0
0.543,0.0,0.0,0.0,0.0
0.544,0.0,0.0,0.0,0.0
0.545,0.0,0.0,0.0,0.0
0.546,2.0,0.0,0.0,0.0
0.547,0.0,0.0,0.0,0.0
0.548,0.0,0.0,0.0,0.0
0.549,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0
0.551,0.0,0.0,0.0,0.0
0.552,0.0,0.0,0.0,0.0
0.553,0.0,0.0,0.0,0.0
0.554,2.0,0.0,0.0,0.0
0.555,0.0,0.0,0.0,0.0
0.556,0.0,0.0,0.0,0.0
0.557,0.0,0.0,0.0,0.0
0.558,0.0,0.0,0.0,0.0
0.559,0.0,0.0,0.0,0.0
0.56,0.0,0.0,0.0,0.0
0.561,0.0,0.0,0.0,0.0
0.562,2.0,0.0,0.0,0.0
0.5630000000000001,0.0,0.0,0.0,0.0
0.5640000000000001,0.0,0.0,0.0,0.0
0.5650000000000001,0.0,0.0,0.0,0.0
0.5660000000000001,0.0,0.0,0.0,0.0
0.5670000000000001,0.0,0.0,0.0,0.0
0.5680000000000001,0.0,0.0,0.0,0.0
0.5690000000000001,0.0,0.0,0.0,0.0
0.5700000000000001,2.0,0.0,0.0,0.0
0.5710000000000001,0.0,0.0,0.0,0.0
0.5720000000000001,0.0,0.0,0.0,0.0
0.5730000000000001,0.0,0.0,0.0,0.0
0.5740000000000001,0.0,0.0,0.0,0.0
0.5750000000000001,0.0,0.0,0.0,0.0
0.5760000000000001,0.0,0.0,0.0,0.0
0.577,0.0,0.0,0.0,0.0
0.578,1.0,0.0,0.0,0.0
0.579,0.0,0.0,0.0,0.0
0.58,0.0,0.0,0.0,0.0
0.581,0.0,0.0,0.0,0.0
0.582,0.0,0.0,0.0,0.0
0.583,0.0,0.0,0.0,0.0
0.584,0.0,0.0,0.0,0.0
0.585,0.0,0.0,0.0,0.0
0.586,1.0,0.0,0.0,0.0
0.587,0.0,0.0,0.0,0.0
0.588,0.0,0.0,0.0,0.0
0.589,0.0,0.0,0.0,0.0
0.59,0.0,0.0,0.0,0.0
0.591,0.0,0.0,0.0,0.0
0.592,0.0,0.0,0.0,0.0
0.593,0.0,0.0,0.0,0.0
0.594,2.0,0.0,0.0,0.0
0.595,0.0,0.0,0.0,0.0
0.596,0.0,0.0,0.0,0.0
0.597,0.0,0.0,0.0,0.0
0.598,0.0,0.0,0.0,0.0
0.599,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.0
0.601,0.0,0.0,0.0,0.0
0.602,2.0,0.0,0.0,0.0
0.603,0.0,0.0,0.0,0.0
0.604,0.0,0.0,0.0,0.0
0.605,0.0,0.0,0.0,0.0
0.606,0.0,0.0,0.0,0.0
0.607,0.0,0.0,0.0,0.0
0.608,0.0,0.0,0.0,0.0
0.609,0.0,0.0,0.0,0.0
0.61,2.0,0.0,0.0,0.0
0.611,0.0,0.0,0.0,0.0
0.612,0.0,0.0,0.0,0.0
0.613,0.0,0.0,0.0,0.0
0.614,0.0,0.0,0.0,0.0
0.615,0.0,0.0,0.0,0.0
0.616,0.0,0.0,0.0,0.0
0.617,0.0,0.0,0.0,0.0
0.618,2.0,0.0,0.0,0.0
0.619,0.0,0.0,0.0,0.0
0.62,0.0,0.0,0.0,0.0
0.621,0.0,0.0,0.0,0.0
0.622,0.0,0.0,0.0,0.0
0.623,0.0,0.0,0.0,0.0
0.624,0.0,0.0,0.0,0.0
0.625,0.0,0.0,0.0,0.0
0.626,2.0,0.0,0.0,0.0
0.627,0.0,0.0,0.0,0.0
0.628,0.0,0.0,0.0,0.0
0.629,0.0,0.0,0.0,0.0
0.63,0.0,0.0,0.0,0.0
0.631,0.0,0.0,0.0,0.0
0.632,0.0,0.0,0.0,0.0
0.633,0.0,0.0,0.0,0.0
0.634,2.0,0.0,0.0,0.0
0.635,0.0,0.0,0.0,0.0
0.636,0.0,0.0,0.0,0.0
0.637,0.0,0.0,0.0,0.0
0.638,0.0,0.0,0.0,0.0
0.639,0.0,0.0,0.0,0.0
0.64,0.0,0.0,0.0,0.0
0.641,0.0,0.0,0.0,0.0
0.642,2.0,0.0,0.0,0.0
0.643,0.0,0.0,0.0,0.0
0.644,0.0,0.0,0.0,0.0
0.645,0.0,0.0,0.0,0.0
0.646,0.0,0.0,0.0,0.0
0.647,0.0,0.0,0.0,0.0
0.648,0.0,0.0,0.0,0.0
0.649,0.0,0.0,0.0,0.0
0.65,2.0,0.0,0.0,0.0
0.651,0.0,0.0,0.0,0.0
0.652,0.0,0.0,0.0,0.0
0.653,0.0,0.0,0.0,0.0
0.654,0.0,0.0,0.0,0.0
0.655,0.0,0.0,0.0,0.0
0.656,0.0,0.0,0.0,0.0
0.657,0.0,0.0,0.0,0.0
0.658,2.0,0.0,0.0,0.0
0.659,0.0,0.0,0.0,0.0
0.66,0.0,0.0,0.0,0.0
0.661,0.0,0.0,0.0,0.0
0.662,0.0,0.0,0.0,0.0
0.663,0.0,0.0,0.0,0.0
0.664,0.0,0.0,0.0,0.0
0.665,0.0,0.0,0.0,0.0
0.666,2.0,0.0,0.0,0.0
0.667,0.0,0.0,0.0,0.0
0.668,0.0,0.0,0.0,0.0
0.669,0.0,0.0,0.0,0.0
0.67,0.0,0.0,0.0,0.0
0.671,0.0,0.0,0.0,0.0
0.672,0.0,0.0,0.0,0.0
0.673,0.0,0.0,0.0,0.0
0.674,2.0,0.0,0.0,0.0
0.675,0.0,0.0,0.0,0.0
